,Country Name,Country Code,Year,GDP (current US$)
12453,Sub-Saharan Africa,SSF,2006,973527213201.024
12454,Small states,SST,2006,277387442226.425
12455,Sao Tome and Principe,STP,2006,142775109.816191
12456,Suriname,SUR,2006,2626380435.17877
12457,Slovak Republic,SVK,2006,70767338922.4411
12458,Slovenia,SVN,2006,39481045038.2637
12459,Sweden,SWE,2006,423090618042.966
12460,Eswatini,SWZ,2006,3291329938.16407
12462,Seychelles,SYC,2006,1081441348.62605
12463,Syrian Arab Republic,SYR,2006,153799910913.14
12464,Turks and Caicos Islands,TCA,2006,721891500.0
12465,Chad,TCD,2006,7428701455.40565
12466,East Asia & Pacific (IDA & IBRD countries),TEA,2006,3735650251543.72
12467,Europe & Central Asia (IDA & IBRD countries),TEC,2006,2466294505435.14
12468,Togo,TGO,2006,3195618966.30736
12469,Thailand,THA,2006,221758294724.764
12470,Tajikistan,TJK,2006,2830213562.60217
12471,Turkmenistan,TKM,2006,10276674364.8961
12472,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,3186236239229.97
12473,Timor-Leste,TLS,2006,453805100.0
12474,Middle East & North Africa (IDA & IBRD countries),TMN,2006,936957615002.969
12475,Tonga,TON,2006,292230634.197573
12476,South Asia (IDA & IBRD),TSA,2006,1196088124853.08
12477,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,973527213201.024
12478,Trinidad and Tobago,TTO,2006,18369361094.3886
12479,Tunisia,TUN,2006,34376664600.5898
12480,Turkiye,TUR,2006,557075996577.466
12481,Tuvalu,TUV,2006,24096867.4704455
12482,Tanzania,TZA,2006,18649590248.2626
12483,Uganda,UGA,2006,9977647685.28515
12484,Ukraine,UKR,2006,111884752475.248
12485,Upper middle income,UMC,2006,8602214788409.79
12486,Uruguay,URY,2006,19741420466.5393
12487,United States,USA,2006,13815586948000.0
12488,Uzbekistan,UZB,2006,17330833852.919
12489,St. Vincent and the Grenadines,VCT,2006,643501148.148148
12490,"Venezuela, RB",VEN,2006,183477522123.894
12492,Virgin Islands (U.S.),VIR,2006,4484000000.0
12493,Vietnam,VNM,2006,66371664817.0436
12494,Vanuatu,VUT,2006,439358585.211911
12495,World,WLD,2006,51791096256796.5
12496,Samoa,WSM,2006,499923757.780736
12498,"Yemen, Rep.",YEM,2006,19061978586.1278
12499,South Africa,ZAF,2006,303858667884.835
12500,Zambia,ZMB,2006,12756858899.2812
12501,Zimbabwe,ZWE,2006,5443896500.0
12502,Aruba,ABW,2007,2677653631.28492
12503,Africa Eastern and Southern,AFE,2007,662868036074.349
12504,Afghanistan,AFG,2007,9715765105.48016
12505,Africa Western and Central,AFW,2007,465485534968.535
12506,Angola,AGO,2007,65266415706.9741
12507,Albania,ALB,2007,10677324872.8286
12508,Andorra,AND,2007,3952397734.85484
12509,Arab World,ARB,2007,1797932187931.83
12510,United Arab Emirates,ARE,2007,257916133424.098
12511,Argentina,ARG,2007,287530508430.568
12512,Armenia,ARM,2007,9206301264.17572
12513,American Samoa,ASM,2007,518000000.0
12514,Antigua and Barbuda,ATG,2007,1312759259.25926
12515,Australia,AUS,2007,854427259166.209
12516,Austria,AUT,2007,389185571506.052
12517,Azerbaijan,AZE,2007,33049426816.4448
12518,Burundi,BDI,2007,1356199386.79629
12519,Belgium,BEL,2007,470922156309.453
12520,Benin,BEN,2007,8169048374.70846
12521,Burkina Faso,BFA,2007,7625722829.17892
12522,Bangladesh,BGD,2007,79611888213.148
12523,Bulgaria,BGR,2007,44432811756.4731
12524,Bahrain,BHR,2007,21730000000.0
12525,"Bahamas, The",BHS,2007,10618340000.0
12526,Bosnia and Herzegovina,BIH,2007,15778737117.2987
12527,Belarus,BLR,2007,45275747157.412
12528,Belize,BLZ,2007,1696000000.0
12529,Bermuda,BMU,2007,6767000000.0
12530,Bolivia,BOL,2007,13120107738.8851
12531,Brazil,BRA,2007,1397114247287.58
12532,Barbados,BRB,2007,4674007450.0
12533,Brunei Darussalam,BRN,2007,12247680702.8059
12534,Bhutan,BTN,2007,1168307574.79508
12535,Botswana,BWA,2007,10567270655.5027
12536,Central African Republic,CAF,2007,1699811293.2576
12537,Canada,CAN,2007,1468820407783.26
12538,Central Europe and the Baltics,CEB,2007,1265418819111.26
12539,Switzerland,CHE,2007,490754683815.144
12540,Channel Islands,CHI,2007,11514605842.3369
12541,Chile,CHL,2007,172565861848.899
12542,China,CHN,2007,3550327569655.47
12543,Cote d'Ivoire,CIV,2007,28760090924.2666
12544,Cameroon,CMR,2007,23928250410.0588
12545,"Congo, Dem. Rep.",COD,2007,16737071816.38
12546,"Congo, Rep.",COG,2007,8782703427.96085
12547,Colombia,COL,2007,206229536757.674
12548,Comoros,COM,2007,795673153.183435
12549,Cabo Verde,CPV,2007,1649621735.41343
12550,Costa Rica,CRI,2007,26884700345.0342
12551,Caribbean small states,CSS,2007,62328938789.3209
12552,Cuba,CUB,2007,54262870370.3704
12554,Cayman Islands,CYM,2007,4466278030.59167
12555,Cyprus,CYP,2007,23968764029.5647
12556,Czechia,CZE,2007,190184113270.15
12557,Germany,DEU,2007,3425578382921.58
12558,Djibouti,DJI,2007,847918929.107984
12559,Dominica,DMA,2007,421374074.074074
12560,Denmark,DNK,2007,319423375611.047
12561,Dominican Republic,DOM,2007,43965459071.0654
12562,Algeria,DZA,2007,134977082623.78
12563,East Asia & Pacific (excluding high income),EAP,2007,4727369211702.72
12564,Early-demographic dividend,EAR,2007,6671943375191.41
12565,East Asia & Pacific,EAS,2007,12325978560532.8
12566,Europe & Central Asia (excluding high income),ECA,2007,2509469361144.89
12567,Europe & Central Asia,ECS,2007,21230055608752.9
12568,Ecuador,ECU,2007,51007777000.0
12569,"Egypt, Arab Rep.",EGY,2007,130437828371.278
12570,Euro area,EMU,2007,12879111960143.5
12571,Eritrea,ERI,2007,1317974491.05691
12572,Spain,ESP,2007,1474002579820.0
12573,Estonia,EST,2007,22449129482.617
12574,Ethiopia,ETH,2007,19707616772.7996
12575,European Union,EUU,2007,14727376164775.5
12576,Fragile and conflict affected situations,FCS,2007,1291298791468.2
12577,Finland,FIN,2007,256378067752.158
12578,Fiji,FJI,2007,3378314599.76402
12579,France,FRA,2007,2660591246211.77
12580,Faroe Islands,FRO,2007,2339015384.90742
12581,"Micronesia, Fed. Sts.",FSM,2007,256787200.0
12582,Gabon,GAB,2007,12455409574.9408
12583,United Kingdom,GBR,2007,3092996468387.23
12584,Georgia,GEO,2007,10172933118.493
12585,Ghana,GHA,2007,24827333947.3782
12587,Guinea,GIN,2007,6281917649.66709
12588,"Gambia, The",GMB,2007,1279703029.87257
12589,Guinea-Bissau,GNB,2007,696910784.016302
12590,Equatorial Guinea,GNQ,2007,13071718758.7373
12591,Greece,GRC,2007,318902829550.733
12592,Grenada,GRD,2007,758683592.592593
12593,Greenland,GRL,2007,2249811364.54199
12594,Guatemala,GTM,2007,33567850094.9993
12595,Guam,GUM,2007,4397000000.0
12596,Guyana,GUY,2007,2730971599.89457
12597,High income,HIC,2007,43756102613971.8
12598,"Hong Kong SAR, China",HKG,2007,211596953544.762
12599,Honduras,HND,2007,12361257680.5627
12600,Heavily indebted poor countries (HIPC),HPC,2007,394093813152.222
12601,Croatia,HRV,2007,59172904660.6176
12602,Haiti,HTI,2007,9228637766.24316
12603,Hungary,HUN,2007,140186691233.532
12604,IBRD only,IBD,2007,14166070736983.4
12605,IDA & IBRD total,IBT,2007,15440043749348.0
12606,IDA total,IDA,2007,1274448228707.58
12607,IDA blend,IDB,2007,541264522565.236
12608,Indonesia,IDN,2007,432216737774.861
12609,IDA only,IDX,2007,733404724665.703
12610,Isle of Man,IMN,2007,4466353634.82657
12611,India,IND,2007,1216736448906.29
12613,Ireland,IRL,2007,270079279419.5
12614,"Iran, Islamic Rep.",IRN,2007,349881601458.56
12615,Iraq,IRQ,2007,88837055195.2619
12616,Iceland,ISL,2007,21652505596.7528
12617,Israel,ISR,2007,184052885585.912
12618,Italy,ITA,2007,2213102482751.46
12619,Jamaica,JAM,2007,12799600075.0407
12620,Jordan,JOR,2007,17110442866.6243
12621,Japan,JPN,2007,4579749785984.82
12622,Kazakhstan,KAZ,2007,104849915343.555
12623,Kenya,KEN,2007,31958195182.2406
12624,Kyrgyz Republic,KGZ,2007,3802570572.37516
12625,Cambodia,KHM,2007,8639235913.17746
12626,Kiribati,KIR,2007,132674795.880585
12627,St. Kitts and Nevis,KNA,2007,689285185.185185
12628,"Korea, Rep.",KOR,2007,1172614134912.05
12629,Kuwait,KWT,2007,114634060167.406
12630,Latin America & Caribbean (excluding high income),LAC,2007,3353094482458.84
12631,Lao PDR,LAO,2007,4223152219.2439
12632,Lebanon,LBN,2007,24827355014.66
12633,Liberia,LBR,2007,1373000000.0
12634,Libya,LBY,2007,68032985520.2676
12635,St. Lucia,LCA,2007,1336088814.81481
12636,Latin America & Caribbean,LCN,2007,3948805125189.73
12637,Least developed countries: UN classification,LDC,2007,494316747340.856
12638,Low income,LIC,2007,427293203252.479
12639,Liechtenstein,LIE,2007,4601430548.88525
12640,Sri Lanka,LKA,2007,32350238662.9452
12641,Lower middle income,LMC,2007,3319083827275.09
12642,Low & middle income,LMY,2007,14370508850888.8
12643,Lesotho,LSO,2007,1682025303.1603
12644,Late-demographic dividend,LTE,2007,9382521778909.07
12645,Lithuania,LTU,2007,39697891351.9431
12646,Luxembourg,LUX,2007,51587401415.7872
12647,Latvia,LVA,2007,31054350977.9784
12648,"Macao SAR, China",MAC,2007,18439981803.6347
12650,Morocco,MAR,2007,86947909744.5993
12651,Monaco,MCO,2007,5875376401.92159
12652,Moldova,MDA,2007,4401173161.68327
12653,Madagascar,MDG,2007,8524620890.88039
12654,Maldives,MDV,2007,1868383460.9375
12655,Middle East & North Africa,MEA,2007,2272332400470.5
12656,Mexico,MEX,2007,1052697085016.35
12657,Marshall Islands,MHL,2007,149870000.0
12658,Middle income,MIC,2007,13954903602793.2
12659,North Macedonia,MKD,2007,8336475035.85415
12660,Mali,MLI,2007,8156468818.00868
12661,Malta,MLT,2007,7925403777.71694
12662,Myanmar,MMR,2007,15591182544.7092
12663,Middle East & North Africa (excluding high income),MNA,2007,1148311867090.24
12664,Montenegro,MNE,2007,3680711743.77224
12665,Mongolia,MNG,2007,4234999702.69446
12666,Northern Mariana Islands,MNP,2007,938000000.0
12667,Mozambique,MOZ,2007,10450826527.2066
12668,Mauritania,MRT,2007,4346212411.05496
12669,Mauritius,MUS,2007,8150150144.15635
12670,Malawi,MWI,2007,6451210219.11683
12671,Malaysia,MYS,2007,193549547954.753
12672,North America,NAC,2007,15949814312783.3
12673,Namibia,NAM,2007,8839536893.68443
12674,New Caledonia,NCL,2007,8819917187.11094
12675,Niger,NER,2007,5731485046.0864
12676,Nigeria,NGA,2007,278260808841.03
12677,Nicaragua,NIC,2007,7423365274.89468
12678,Netherlands,NLD,2007,848558887541.179
12679,Norway,NOR,2007,402645550184.816
12680,Nepal,NPL,2007,10325618017.379
12682,New Zealand,NZL,2007,137188946865.584
12683,OECD members,OED,2007,43436115388658.3
12684,Oman,OMN,2007,42085379453.8362
12685,Other small states,OSS,2007,263863420304.965
12686,Pakistan,PAK,2007,152385716311.916
12687,Panama,PAN,2007,21295984200.0
12688,Peru,PER,2007,102170981144.136
12689,Philippines,PHL,2007,155980408072.596
12690,Palau,PLW,2007,198897700.0
12691,Papua New Guinea,PNG,2007,9545029480.82223
12692,Poland,POL,2007,429020755432.721
12693,Pre-demographic dividend,PRE,2007,789891756091.788
12694,Puerto Rico,PRI,2007,89524131600.0
12696,Portugal,PRT,2007,240496147317.381
12697,Paraguay,PRY,2007,17856393235.4338
12698,West Bank and Gaza,PSE,2007,5815700000.0
12699,Pacific island small states,PSS,2007,6273728181.69736
12700,Post-demographic dividend,PST,2007,41044091917261.0
12701,French Polynesia,PYF,2007,6631156410.68504
12702,Qatar,QAT,2007,79712087912.0879
12703,Romania,ROU,2007,174588782938.583
12704,Russian Federation,RUS,2007,1299703459799.96
12705,Rwanda,RWA,2007,4070391531.29599
12706,South Asia,SAS,2007,1504162366252.89
12707,Saudi Arabia,SAU,2007,415964583059.205
12708,Sudan,SDN,2007,59440139774.8128
12709,Senegal,SEN,2007,13994218399.034
12710,Singapore,SGP,2007,180941741377.766
12711,Solomon Islands,SLB,2007,695295347.621537
12712,Sierra Leone,SLE,2007,2126679686.06845
12713,El Salvador,SLV,2007,17011750000.0
12714,San Marino,SMR,2007,2185874623.59704
12716,Serbia,SRB,2007,43170990616.4729
12717,Sub-Saharan Africa (excluding high income),SSA,2007,1126288215958.83
12719,Sub-Saharan Africa,SSF,2007,1127368649186.12
12720,Small states,SST,2007,332461229660.509
12721,Sao Tome and Principe,STP,2007,149146918.888611
12722,Suriname,SUR,2007,2936612021.85792
12723,Slovak Republic,SVK,2007,86563986799.2505
12724,Slovenia,SVN,2007,48067401207.3978
12725,Sweden,SWE,2007,491254769728.812
12726,Eswatini,SWZ,2007,3469381231.49049
12728,Seychelles,SYC,2007,1077308888.16317
12729,Syrian Arab Republic,SYR,2007,180030111358.575
12730,Turks and Caicos Islands,TCA,2007,773489700.0
12731,Chad,TCD,2007,8650137734.71637
12732,East Asia & Pacific (IDA & IBRD countries),TEA,2007,4721464960584.33
12733,Europe & Central Asia (IDA & IBRD countries),TEC,2007,3172257385086.22
12734,Togo,TGO,2007,3618281293.07928
12735,Thailand,THA,2007,262942624565.273
12736,Tajikistan,TJK,2007,3719524180.70289
12737,Turkmenistan,TKM,2007,12664165103.1895
12738,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,3773229879831.73
12739,Timor-Leste,TLS,2007,542795400.0
12740,Middle East & North Africa (IDA & IBRD countries),TMN,2007,1142496167090.24
12741,Tonga,TON,2007,298519087.685864
12742,South Asia (IDA & IBRD),TSA,2007,1504162366252.89
12743,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,1127368649186.12
12744,Trinidad and Tobago,TTO,2007,21641620049.9352
12745,Tunisia,TUN,2007,38915343743.2934
12746,Turkiye,TUR,2007,681321173796.053
12747,Tuvalu,TUV,2007,28450156.7896508
12748,Tanzania,TZA,2007,21843529024.9154
12749,Uganda,UGA,2007,11902564496.6908
12750,Ukraine,UKR,2007,148733861386.139
12751,Upper middle income,UMC,2007,10635743057387.1
12752,Uruguay,URY,2007,23797773024.3992
12753,United States,USA,2007,14474226905000.0
12754,Uzbekistan,UZB,2007,22311393927.8817
12755,St. Vincent and the Grenadines,VCT,2007,713596666.666667
12756,"Venezuela, RB",VEN,2007,230364012575.687
12758,Virgin Islands (U.S.),VIR,2007,4784000000.0
12759,Vietnam,VNM,2007,77414425532.2452
12760,Vanuatu,VUT,2007,516392922.513728
12761,World,WLD,2007,58361096784020.2
12762,Samoa,WSM,2007,573548459.833372
12764,"Yemen, Rep.",YEM,2007,21650532264.2322
12765,South Africa,ZAF,2007,333077117253.684
12766,Zambia,ZMB,2007,14056957976.2648
12767,Zimbabwe,ZWE,2007,5291950100.0
12768,Aruba,ABW,2008,2843016759.77654
12769,Africa Eastern and Southern,AFE,2008,710536227816.537
12770,Afghanistan,AFG,2008,10249770318.5697
12771,Africa Western and Central,AFW,2008,567791156729.129
12772,Angola,AGO,2008,88538664888.1983
12773,Albania,ALB,2008,12881352878.2501
12774,Andorra,AND,2008,4085781938.51652
12775,Arab World,ARB,2008,2263028942886.32
12776,United Arab Emirates,ARE,2008,315474615738.598
12777,Argentina,ARG,2008,361558037110.419
12778,Armenia,ARM,2008,11662040703.8916
12779,American Samoa,ASM,2008,560000000.0
12780,Antigua and Barbuda,ATG,2008,1370070370.37037
12781,Australia,AUS,2008,1055686110665.53
12782,Austria,AUT,2008,432051935642.945
12783,Azerbaijan,AZE,2008,48851318825.7152
12784,Burundi,BDI,2008,1611835856.59275
12785,Belgium,BEL,2008,517328087920.078
12786,Benin,BEN,2008,9787734516.74186
12787,Burkina Faso,BFA,2008,9451435480.94322
12788,Bangladesh,BGD,2008,91631278239.3237
12789,Bulgaria,BGR,2008,54480697770.0773
12790,Bahrain,BHR,2008,25710904255.3191
12791,"Bahamas, The",BHS,2008,10526000000.0
12792,Bosnia and Herzegovina,BIH,2008,19112801196.8583
12793,Belarus,BLR,2008,60752177438.8895
12794,Belize,BLZ,2008,1729000000.0
12795,Bermuda,BMU,2008,6980000000.0
12796,Bolivia,BOL,2008,16674276979.4745
12797,Brazil,BRA,2008,1695855391816.48
12798,Barbados,BRB,2008,4784925100.0
12799,Brunei Darussalam,BRN,2008,14393437610.2552
12800,Bhutan,BTN,2008,1227809261.04208
12801,Botswana,BWA,2008,10730828592.459
12802,Central African Republic,CAF,2008,1993407886.56402
12803,Canada,CAN,2008,1552989690721.65
12804,Central Europe and the Baltics,CEB,2008,1530535154238.88
12805,Switzerland,CHE,2008,567273005013.434
12807,Chile,CHL,2008,179663390874.653
12808,China,CHN,2008,4594336785737.67
12809,Cote d'Ivoire,CIV,2008,34078240260.1872
12810,Cameroon,CMR,2008,27715142005.5704
12811,"Congo, Dem. Rep.",COD,2008,19788515579.0498
12812,"Congo, Rep.",COG,2008,11649857662.1388
12813,Colombia,COL,2008,242504150472.931
12814,Comoros,COM,2008,915659107.761637
12815,Cabo Verde,CPV,2008,1959620652.50746
12816,Costa Rica,CRI,2008,30801744881.0001
12817,Caribbean small states,CSS,2008,70781391356.0356
12818,Cuba,CUB,2008,56302129629.6296
12820,Cayman Islands,CYM,2008,4585948969.33223
12821,Cyprus,CYP,2008,27844698989.3072
12822,Czechia,CZE,2008,236816948159.718
12823,Germany,DEU,2008,3745264093617.19
12824,Djibouti,DJI,2008,999105339.267729
12825,Dominica,DMA,2008,458188888.888889
12826,Denmark,DNK,2008,353358901702.046
12827,Dominican Republic,DOM,2008,48122601589.7717
12828,Algeria,DZA,2008,171000699876.747
12829,East Asia & Pacific (excluding high income),EAP,2008,5978428072955.47
12830,Early-demographic dividend,EAR,2008,7524219026102.23
12831,East Asia & Pacific,EAS,2008,14210859901527.2
12832,Europe & Central Asia (excluding high income),ECA,2008,3110393199188.08
12833,Europe & Central Asia,ECS,2008,23365417649314.7
12834,Ecuador,ECU,2008,61762635000.0
12835,"Egypt, Arab Rep.",EGY,2008,162818181818.182
12836,Euro area,EMU,2008,14158257793140.4
12837,Eritrea,ERI,2008,1380188800.0
12838,Spain,ESP,2008,1631863493552.34
12839,Estonia,EST,2008,24341678628.9732
12840,Ethiopia,ETH,2008,27066912635.2228
12841,European Union,EUU,2008,16295205228567.3
12842,Fragile and conflict affected situations,FCS,2008,1635897220165.64
12843,Finland,FIN,2008,285716311136.719
12844,Fiji,FJI,2008,3523185919.55826
12845,France,FRA,2008,2930303780828.12
12846,Faroe Islands,FRO,2008,2489873331.02639
12847,"Micronesia, Fed. Sts.",FSM,2008,263145100.0
12848,Gabon,GAB,2008,15571348329.2279
12849,United Kingdom,GBR,2008,2931683721186.75
12850,Georgia,GEO,2008,12795147991.8388
12851,Ghana,GHA,2008,28679383241.0729
12853,Guinea,GIN,2008,6964179187.53836
12854,"Gambia, The",GMB,2008,1561766955.73024
12855,Guinea-Bissau,GNB,2008,868154627.869806
12856,Equatorial Guinea,GNQ,2008,19749893536.3204
12857,Greece,GRC,2008,355908689477.445
12858,Grenada,GRD,2008,825976037.037037
12859,Greenland,GRL,2008,2499092396.11838
12860,Guatemala,GTM,2008,38503718526.6281
12861,Guam,GUM,2008,4658000000.0
12862,Guyana,GUY,2008,3025187428.38436
12863,High income,HIC,2008,46623911291791.4
12864,"Hong Kong SAR, China",HKG,2008,219278739753.002
12865,Honduras,HND,2008,13881731630.9676
12866,Heavily indebted poor countries (HIPC),HPC,2008,469266243001.106
12867,Croatia,HRV,2008,68342061762.0017
12868,Haiti,HTI,2008,10432962724.7617
12869,Hungary,HUN,2008,158325583917.574
12870,IBRD only,IBD,2008,17000231113774.3
12871,IDA & IBRD total,IBT,2008,18521254921505.9
12872,IDA total,IDA,2008,1521482725374.42
12873,IDA blend,IDB,2008,640036074397.379
12874,Indonesia,IDN,2008,510228634992.258
12875,IDA only,IDX,2008,881879617320.975
12876,Isle of Man,IMN,2008,5928788780.55394
12877,India,IND,2008,1198895147694.77
12879,Ireland,IRL,2008,275447471451.063
12880,"Iran, Islamic Rep.",IRN,2008,412336172446.849
12881,Iraq,IRQ,2008,131614433712.245
12882,Iceland,ISL,2008,18074619561.7671
12883,Israel,ISR,2008,220529762562.362
12884,Italy,ITA,2008,2408655348718.59
12885,Jamaica,JAM,2008,13709401443.5016
12886,Jordan,JOR,2008,22658730357.2361
12887,Japan,JPN,2008,5106679413137.57
12888,Kazakhstan,KAZ,2008,133441649221.732
12889,Kenya,KEN,2008,35895153327.8497
12890,Kyrgyz Republic,KGZ,2008,5139958956.02388
12891,Cambodia,KHM,2008,10351914178.2857
12892,Kiribati,KIR,2008,141045173.610772
12893,St. Kitts and Nevis,KNA,2008,777691333.333333
12894,"Korea, Rep.",KOR,2008,1047339041903.85
12895,Kuwait,KWT,2008,147379536212.138
12896,Latin America & Caribbean (excluding high income),LAC,2008,3880462417139.74
12897,Lao PDR,LAO,2008,5446434031.69042
12898,Lebanon,LBN,2008,29118916105.6053
12899,Liberia,LBR,2008,1726000000.0
12900,Libya,LBY,2008,86710739534.5526
12901,St. Lucia,LCA,2008,1437731111.11111
12902,Latin America & Caribbean,LCN,2008,4591296955065.06
12903,Least developed countries: UN classification,LDC,2008,603522585096.71
12904,Low income,LIC,2008,512642412198.415
12905,Liechtenstein,LIE,2008,5081479840.08716
12906,Sri Lanka,LKA,2008,40713826320.5023
12907,Lower middle income,LMC,2008,3741331283478.26
12908,Low & middle income,LMY,2008,17192974516975.0
12909,Lesotho,LSO,2008,1766820422.4798
12910,Late-demographic dividend,LTE,2008,11663323670463.3
12911,Lithuania,LTU,2008,47797551587.8823
12912,Luxembourg,LUX,2008,58844277701.5258
12913,Latvia,LVA,2008,35854274228.9139
12914,"Macao SAR, China",MAC,2008,21027018551.1485
12916,Morocco,MAR,2008,101822906946.027
12917,Monaco,MCO,2008,6502945305.07812
12918,Moldova,MDA,2008,6054824433.05825
12919,Madagascar,MDG,2008,10725137721.5622
12920,Maldives,MDV,2008,2271646187.5
12921,Middle East & North Africa,MEA,2008,2830408013082.13
12922,Mexico,MEX,2008,1109987401386.38
12923,Marshall Islands,MHL,2008,145969100.0
12924,Middle income,MIC,2008,16694431978835.2
12925,North Macedonia,MKD,2008,9909552355.61558
12926,Mali,MLI,2008,9838403090.95859
12927,Malta,MLT,2008,9090376446.46258
12928,Myanmar,MMR,2008,23013015832.1023
12929,Middle East & North Africa (excluding high income),MNA,2008,1416250571755.31
12930,Montenegro,MNE,2008,4545674527.61096
12931,Mongolia,MNG,2008,5623216609.65069
12932,Northern Mariana Islands,MNP,2008,939000000.0
12933,Mozambique,MOZ,2008,12556173242.7736
12934,Mauritania,MRT,2008,5206437120.9471
12935,Mauritius,MUS,2008,9990356849.29491
12936,Malawi,MWI,2008,7743617352.21427
12937,Malaysia,MYS,2008,230811591306.52
12938,North America,NAC,2008,16329827601721.7
12939,Namibia,NAM,2008,8607431845.19631
12940,New Caledonia,NCL,2008,9067619728.99592
12941,Niger,NER,2008,7297600218.92394
12942,Nigeria,NGA,2008,339476215683.592
12943,Nicaragua,NIC,2008,8496948184.42042
12944,Netherlands,NLD,2008,951869997864.062
12945,Norway,NOR,2008,464917553191.489
12946,Nepal,NPL,2008,12545438605.3959
12948,New Zealand,NZL,2008,133131369930.414
12949,OECD members,OED,2008,46122698414754.0
12950,Oman,OMN,2008,60905452535.7607
12951,Other small states,OSS,2008,322995519907.265
12952,Pakistan,PAK,2008,170077814106.305
12953,Panama,PAN,2008,25155888600.0
12954,Peru,PER,2008,120550599815.441
12955,Philippines,PHL,2008,181624627927.891
12956,Palau,PLW,2008,198283900.0
12957,Papua New Guinea,PNG,2008,11670891359.7271
12958,Poland,POL,2008,533599853342.51
12959,Pre-demographic dividend,PRE,2008,986047738377.776
12960,Puerto Rico,PRI,2008,93639300000.0
12962,Portugal,PRT,2008,263416394624.084
12963,Paraguay,PRY,2008,24615267617.0323
12964,West Bank and Gaza,PSE,2008,7310400000.0
12965,Pacific island small states,PSS,2008,6704438240.4497
12966,Post-demographic dividend,PST,2008,43476833575741.3
12967,French Polynesia,PYF,2008,7136741397.50141
12968,Qatar,QAT,2008,115270054945.055
12969,Romania,ROU,2008,214317174116.581
12970,Russian Federation,RUS,2008,1660848058303.11
12971,Rwanda,RWA,2008,5179804290.63377
12972,South Asia,SAS,2008,1527612730733.41
12973,Saudi Arabia,SAU,2008,519796738631.128
12974,Sudan,SDN,2008,64833088568.394
12975,Senegal,SEN,2008,16853989611.1933
12976,Singapore,SGP,2008,193617346346.785
12977,Solomon Islands,SLB,2008,776337725.194945
12978,Sierra Leone,SLE,2008,2451896681.91138
12979,El Salvador,SLV,2008,17986890000.0
12980,San Marino,SMR,2008,2393437820.41892
12982,Serbia,SRB,2008,52194221468.5007
12983,Sub-Saharan Africa (excluding high income),SSA,2008,1277264006648.2
12984,South Sudan,SSD,2008,14586253383.0632
12985,Sub-Saharan Africa,SSF,2008,1278243727731.77
12986,Small states,SST,2008,400481612490.775
12987,Sao Tome and Principe,STP,2008,188021169.26829
12988,Suriname,SUR,2008,3532969034.60838
12989,Slovak Republic,SVK,2008,100879902984.983
12990,Slovenia,SVN,2008,55779427739.6609
12991,Sweden,SWE,2008,517706214656.407
12992,Eswatini,SWZ,2008,3294084181.23708
12994,Seychelles,SYC,2008,979597364.9333
12995,Syrian Arab Republic,SYR,2008,218089977728.285
12996,Turks and Caicos Islands,TCA,2008,862683600.0
12997,Chad,TCD,2008,10393833755.2791
12998,East Asia & Pacific (IDA & IBRD countries),TEA,2008,5970961310988.03
12999,Europe & Central Asia (IDA & IBRD countries),TEC,2008,3926652288409.17
13000,Togo,TGO,2008,4516616223.91031
13001,Thailand,THA,2008,291382985568.988
13002,Tajikistan,TJK,2008,5161299725.27673
13003,Turkmenistan,TKM,2008,19271523178.8079
13004,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,4409097095011.05
13005,Timor-Leste,TLS,2008,648492700.0
13006,Middle East & North Africa (IDA & IBRD countries),TMN,2008,1408940171755.31
13007,Tonga,TON,2008,344436494.4047
13008,South Asia (IDA & IBRD),TSA,2008,1527612730733.41
13009,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,1278243727731.77
13010,Trinidad and Tobago,TTO,2008,27871587349.5413
13011,Tunisia,TUN,2008,44859452038.1178
13012,Turkiye,TUR,2008,770449308781.338
13013,Tuvalu,TUV,2008,31874425.9457828
13014,Tanzania,TZA,2008,27961527622.7154
13015,Uganda,UGA,2008,14440404136.5669
13016,Ukraine,UKR,2008,188110375778.931
13017,Upper middle income,UMC,2008,12953100695356.9
13018,Uruguay,URY,2008,31119603033.9891
13019,United States,USA,2008,14769857911000.0
13020,Uzbekistan,UZB,2008,29549438883.8338
13021,St. Vincent and the Grenadines,VCT,2008,732663259.259259
13022,"Venezuela, RB",VEN,2008,315953388510.678
13024,Virgin Islands (U.S.),VIR,2008,4244000000.0
13025,Vietnam,VNM,2008,99130304099.1274
13026,Vanuatu,VUT,2008,590748431.345135
13027,World,WLD,2008,64135192896903.2
13028,Samoa,WSM,2008,641346191.664776
13029,Kosovo,XKX,2008,5181776768.71247
13030,"Yemen, Rep.",YEM,2008,26910855852.1923
13031,South Africa,ZAF,2008,316131245860.682
13032,Zambia,ZMB,2008,17910858637.9048
13033,Zimbabwe,ZWE,2008,4415702800.0
13034,Aruba,ABW,2009,2553631284.9162
13035,Africa Eastern and Southern,AFE,2009,721901168421.28
13036,Afghanistan,AFG,2009,12154835707.8987
13037,Africa Western and Central,AFW,2009,508362731366.626
13038,Angola,AGO,2009,70307196477.0815
