,Country Name,Country Code,Year,CO2 Emissions (kt)
12107,Liechtenstein,LIE,2005,228.986322
12108,Sri Lanka,LKA,2005,13984.4
12109,Lower middle income,LMC,2005,2943732.08
12110,Low & middle income,LMY,2005,13646458.170225
12111,Lesotho,LSO,2005,1901.5
12112,Late-demographic dividend,LTE,2005,9663246.6
12113,Lithuania,LTU,2005,12829.2
12114,Luxembourg,LUX,2005,11912.9
12115,Latvia,LVA,2005,7715.0
12118,Morocco,MAR,2005,43579.9
12120,Moldova,MDA,2005,8175.6
12121,Madagascar,MDG,2005,1709.64
12122,Maldives,MDV,2005,626.9
12123,Middle East & North Africa,MEA,2005,1683895.2
12124,Mexico,MEX,2005,432187.4
12125,Marshall Islands,MHL,2005,118.9
12126,Middle income,MIC,2005,13453664.44
12127,North Macedonia,MKD,2005,8881.8
12128,Mali,MLI,2005,1500.8
12129,Malta,MLT,2005,2626.4
12130,Myanmar,MMR,2005,10856.3
12131,Middle East & North Africa (excluding high income),MNA,2005,1028354.2
12132,Montenegro,MNE,2005,2004.8
12133,Mongolia,MNG,2005,11058.15
12135,Mozambique,MOZ,2005,1709.1
12136,Mauritania,MRT,2005,1448.0
12137,Mauritius,MUS,2005,2961.8
12138,Malawi,MWI,2005,854.327
12139,Malaysia,MYS,2005,166973.4
12140,North America,NAC,2005,6302525.9
12141,Namibia,NAM,2005,2525.5
12143,Niger,NER,2005,742.119
12144,Nigeria,NGA,2005,98719.0
12145,Nicaragua,NIC,2005,4338.7
12146,Netherlands,NLD,2005,167926.0
12147,Norway,NOR,2005,36366.4
12148,Nepal,NPL,2005,3188.6
12149,Nauru,NRU,2005,62.5
12150,New Zealand,NZL,2005,34232.2
12151,OECD members,OED,2005,13191407.65
12152,Oman,OMN,2005,31014.1
12153,Other small states,OSS,2005,123372.37
12154,Pakistan,PAK,2005,121608.7
12155,Panama,PAN,2005,7116.4
12156,Peru,PER,2005,31291.8
12157,Philippines,PHL,2005,76190.2
12158,Palau,PLW,2005,226.7
12159,Papua New Guinea,PNG,2005,4323.9
12160,Poland,POL,2005,301353.0
12161,Pre-demographic dividend,PRE,2005,280335.060225
12163,"Korea, Dem. People's Rep.",PRK,2005,77678.2
12164,Portugal,PRT,2005,65473.8
12165,Paraguay,PRY,2005,3698.5
12167,Pacific island small states,PSS,2005,2324.3
12168,Post-demographic dividend,PST,2005,12434543.6
12170,Qatar,QAT,2005,38536.6
12171,Romania,ROU,2005,94682.9
12172,Russian Federation,RUS,2005,1611982.1
12173,Rwanda,RWA,2005,716.9
12174,South Asia,SAS,2005,1310942.931
12175,Saudi Arabia,SAU,2005,315293.2
12176,Sudan,SDN,2005,10496.0
12177,Senegal,SEN,2005,5666.2
12178,Singapore,SGP,2005,36901.4
12179,Solomon Islands,SLB,2005,294.7
12180,Sierra Leone,SLE,2005,446.5
12181,El Salvador,SLV,2005,6836.3
12183,Somalia,SOM,2005,580.6
12184,Serbia,SRB,2005,50685.1
12185,Sub-Saharan Africa (excluding high income),SSA,2005,612500.549225
12186,South Sudan,SSD,2005,912.013225
12187,Sub-Saharan Africa,SSF,2005,612882.449225
12188,Small states,SST,2005,162323.73
12189,Sao Tome and Principe,STP,2005,80.0
12190,Suriname,SUR,2005,1687.26
12191,Slovak Republic,SVK,2005,38518.3
12192,Slovenia,SVN,2005,15916.5
12193,Sweden,SWE,2005,50082.6
12194,Eswatini,SWZ,2005,982.5
12196,Seychelles,SYC,2005,381.9
12197,Syrian Arab Republic,SYR,2005,57220.3
12199,Chad,TCD,2005,796.6
12200,East Asia & Pacific (IDA & IBRD countries),TEA,2005,6757060.33
12201,Europe & Central Asia (IDA & IBRD countries),TEC,2005,3139915.8
12202,Togo,TGO,2005,1748.1
12203,Thailand,THA,2005,222096.8
12204,Tajikistan,TJK,2005,2471.2
12205,Turkmenistan,TKM,2005,50592.5
12206,Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,1346749.06
12207,Timor-Leste,TLS,2005,180.7
12208,Middle East & North Africa (IDA & IBRD countries),TMN,2005,1028354.2
12209,Tonga,TON,2005,117.2
12210,South Asia (IDA & IBRD),TSA,2005,1310942.931
12211,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,612882.449225
12212,Trinidad and Tobago,TTO,2005,17580.0
12213,Tunisia,TUN,2005,23538.6
12214,Turkiye,TUR,2005,235003.0
12215,Tuvalu,TUV,2005,8.5
12216,Tanzania,TZA,2005,5660.0
12217,Uganda,UGA,2005,2024.0
12218,Ukraine,UKR,2005,295405.2
12219,Upper middle income,UMC,2005,10509932.36
12220,Uruguay,URY,2005,5415.8
12221,United States,USA,2005,5753493.2
12222,Uzbekistan,UZB,2005,119190.1
12223,St. Vincent and the Grenadines,VCT,2005,229.7
12224,"Venezuela, RB",VEN,2005,147374.4
12227,Vietnam,VNM,2005,92368.6
12228,Vanuatu,VUT,2005,61.6
12229,World,WLD,2005,28371817.05
12230,Samoa,WSM,2005,179.1
12232,"Yemen, Rep.",YEM,2005,21105.6
12233,South Africa,ZAF,2005,377642.7
12234,Zambia,ZMB,2005,2293.1
12235,Zimbabwe,ZWE,2005,10455.9
12237,Africa Eastern and Southern,AFE,2006,467829.222212
12238,Afghanistan,AFG,2006,2283.68
12239,Africa Western and Central,AFW,2006,144266.808
12240,Angola,AGO,2006,16558.6
12241,Albania,ALB,2006,4081.8
12242,Andorra,AND,2006,545.936
12243,Arab World,ARB,2006,1245032.15
12244,United Arab Emirates,ARE,2006,121562.5
12245,Argentina,ARG,2006,154917.5
12246,Armenia,ARM,2006,4489.2
12248,Antigua and Barbuda,ATG,2006,398.0
12249,Australia,AUS,2006,374104.4
12250,Austria,AUT,2006,74104.4
12251,Azerbaijan,AZE,2006,30488.4
12252,Burundi,BDI,2006,191.6
12253,Belgium,BEL,2006,108081.5
12254,Benin,BEN,2006,3471.4
12255,Burkina Faso,BFA,2006,1400.48
12256,Bangladesh,BGD,2006,35902.8
12257,Bulgaria,BGR,2006,48954.8
12258,Bahrain,BHR,2006,22485.4
12259,"Bahamas, The",BHS,2006,1906.6
12260,Bosnia and Herzegovina,BIH,2006,17910.2
12261,Belarus,BLR,2006,58794.1
12262,Belize,BLZ,2006,461.2
12264,Bolivia,BOL,2006,10714.9
12265,Brazil,BRA,2006,335624.6
12266,Barbados,BRB,2006,1347.6
12267,Brunei Darussalam,BRN,2006,7520.8
12268,Bhutan,BTN,2006,397.5
12269,Botswana,BWA,2006,4086.9
12270,Central African Republic,CAF,2006,234.3
12271,Canada,CAN,2006,540525.6
12272,Central Europe and the Baltics,CEB,2006,753388.1
12273,Switzerland,CHE,2006,45479.3
12275,Chile,CHL,2006,57148.1
12276,China,CHN,2006,6437470.3
12277,Cote d'Ivoire,CIV,2006,5698.7
12278,Cameroon,CMR,2006,5091.7
12279,"Congo, Dem. Rep.",COD,2006,2282.8
12280,"Congo, Rep.",COG,2006,4777.96
12281,Colombia,COL,2006,58193.0
12282,Comoros,COM,2006,172.1
12283,Cabo Verde,CPV,2006,518.7
12284,Costa Rica,CRI,2006,6557.0
12285,Caribbean small states,CSS,2006,40350.77
12286,Cuba,CUB,2006,26780.2
12289,Cyprus,CYP,2006,7999.4
12290,Czechia,CZE,2006,122553.6
12291,Germany,DEU,2006,814413.1
12292,Djibouti,DJI,2006,432.6
12293,Dominica,DMA,2006,155.3
12294,Denmark,DNK,2006,58134.0
12295,Dominican Republic,DOM,2006,20368.5
12296,Algeria,DZA,2006,99808.7
12297,East Asia & Pacific (excluding high income),EAP,2006,7477420.9
12298,Early-demographic dividend,EAR,2006,4924956.37
12299,East Asia & Pacific,EAS,2006,9611423.1
12300,Europe & Central Asia (excluding high income),ECA,2006,2833981.6
12301,Europe & Central Asia,ECS,2006,6908752.5068
12302,Ecuador,ECU,2006,30126.3
12303,"Egypt, Arab Rep.",EGY,2006,170745.0
12304,Euro area,EMU,2006,2729756.3
12305,Eritrea,ERI,2006,529.57
12306,Spain,ESP,2006,341776.3
12307,Estonia,EST,2006,16090.0
12308,Ethiopia,ETH,2006,5404.8
12309,European Union,EUU,2006,3498536.7
12310,Fragile and conflict affected situations,FCS,2006,843265.126212
12311,Finland,FIN,2006,67024.9
12312,Fiji,FJI,2006,1200.0
12313,France,FRA,2006,371741.0
12315,"Micronesia, Fed. Sts.",FSM,2006,120.8
12316,Gabon,GAB,2006,5437.1
12317,United Kingdom,GBR,2006,542060.8
12318,Georgia,GEO,2006,4701.3
12319,Ghana,GHA,2006,7798.5
12321,Guinea,GIN,2006,1901.4
12322,"Gambia, The",GMB,2006,357.2
12323,Guinea-Bissau,GNB,2006,216.7
12324,Equatorial Guinea,GNQ,2006,5584.4
12325,Greece,GRC,2006,100702.8
12326,Grenada,GRD,2006,235.9
12328,Guatemala,GTM,2006,11550.1
12330,Guyana,GUY,2006,1332.8
12331,High income,HIC,2006,13201018.6068
12333,Honduras,HND,2006,7974.5
12334,Heavily indebted poor countries (HIPC),HPC,2006,110324.642
12335,Croatia,HRV,2006,21598.3
12336,Haiti,HTI,2006,1718.8
12337,Hungary,HUN,2006,55457.5
12338,IBRD only,IBD,2006,14512525.17
12339,IDA & IBRD total,IBT,2006,15148734.180212
12340,IDA total,IDA,2006,636209.010212
12341,IDA blend,IDB,2006,385155.26
12342,Indonesia,IDN,2006,364467.0
12343,IDA only,IDX,2006,251053.750212
12345,India,IND,2006,1215205.2
12347,Ireland,IRL,2006,47263.3
12348,"Iran, Islamic Rep.",IRN,2006,484179.1
12349,Iraq,IRQ,2006,82958.1
12350,Iceland,ISL,2006,2311.85
12351,Israel,ISR,2006,64331.0
12352,Italy,ITA,2006,466654.5
12353,Jamaica,JAM,2006,12059.8
12354,Jordan,JOR,2006,20167.0
12355,Japan,JPN,2006,1193043.3
12356,Kazakhstan,KAZ,2006,185299.3
12357,Kenya,KEN,2006,9765.4
12358,Kyrgyz Republic,KGZ,2006,5362.3
12359,Cambodia,KHM,2006,2963.0
12360,Kiribati,KIR,2006,68.3
12361,St. Kitts and Nevis,KNA,2006,210.4
12362,"Korea, Rep.",KOR,2006,487852.1
12363,Kuwait,KWT,2006,72438.0
12364,Latin America & Caribbean (excluding high income),LAC,2006,1174509.87
12365,Lao PDR,LAO,2006,1642.8
12366,Lebanon,LBN,2006,16233.7
12367,Liberia,LBR,2006,687.15
12368,Libya,LBY,2006,52930.4
12369,St. Lucia,LCA,2006,431.6
12370,Latin America & Caribbean,LCN,2006,1418262.47
12371,Least developed countries: UN classification,LDC,2006,158367.750212
12372,Low income,LIC,2006,201912.750212
12373,Liechtenstein,LIE,2006,231.1208
12374,Sri Lanka,LKA,2006,12404.9
12375,Lower middle income,LMC,2006,3093238.66
12376,Low & middle income,LMY,2006,14578574.380212
12377,Lesotho,LSO,2006,1923.0
12378,Late-demographic dividend,LTE,2006,10403909.25
12379,Lithuania,LTU,2006,13019.7
12380,Luxembourg,LUX,2006,11717.2
12381,Latvia,LVA,2006,8199.9
12384,Morocco,MAR,2006,44991.0
12386,Moldova,MDA,2006,7975.1
12387,Madagascar,MDG,2006,1637.09
12388,Maldives,MDV,2006,790.5
12389,Middle East & North Africa,MEA,2006,1781079.5
12390,Mexico,MEX,2006,448302.8
12391,Marshall Islands,MHL,2006,125.0
12392,Middle income,MIC,2006,14376661.63
12393,North Macedonia,MKD,2006,8852.9
12394,Mali,MLI,2006,1581.7
12395,Malta,MLT,2006,2650.6
12396,Myanmar,MMR,2006,10057.9
12397,Middle East & North Africa (excluding high income),MNA,2006,1079050.1
12398,Montenegro,MNE,2006,2179.3
12399,Mongolia,MNG,2006,12419.2
12401,Mozambique,MOZ,2006,1861.0
12402,Mauritania,MRT,2006,1459.4
12403,Mauritius,MUS,2006,3304.2
12404,Malawi,MWI,2006,861.944
12405,Malaysia,MYS,2006,173632.9
12406,North America,NAC,2006,6193606.6
12407,Namibia,NAM,2006,2491.3
12409,Niger,NER,2006,737.518
12410,Nigeria,NGA,2006,88767.7
12411,Nicaragua,NIC,2006,4547.6
12412,Netherlands,NLD,2006,163702.7
12413,Norway,NOR,2006,37210.6
12414,Nepal,NPL,2006,2616.1
12415,Nauru,NRU,2006,44.1
12416,New Zealand,NZL,2006,34265.9
12417,OECD members,OED,2006,13123629.65
12418,Oman,OMN,2006,39187.1
12419,Other small states,OSS,2006,132536.65
12420,Pakistan,PAK,2006,132304.2
12421,Panama,PAN,2006,7490.3
12422,Peru,PER,2006,30843.7
12423,Philippines,PHL,2006,69305.5
12424,Palau,PLW,2006,228.7
12425,Papua New Guinea,PNG,2006,4345.4
12426,Poland,POL,2006,314093.0
12427,Pre-demographic dividend,PRE,2006,274848.610212
12429,"Korea, Dem. People's Rep.",PRK,2006,78937.1
12430,Portugal,PRT,2006,60448.0
12431,Paraguay,PRY,2006,3954.6
12433,Pacific island small states,PSS,2006,2475.5
12434,Post-demographic dividend,PST,2006,12321777.6
12436,Qatar,QAT,2006,43940.5
12437,Romania,ROU,2006,99254.3
12438,Russian Federation,RUS,2006,1654851.0
12439,Rwanda,RWA,2006,720.3
12440,South Asia,SAS,2006,1401904.88
12441,Saudi Arabia,SAU,2006,335434.3
12442,Sudan,SDN,2006,12900.25
12443,Senegal,SEN,2006,5569.4
12444,Singapore,SGP,2006,37171.6
12445,Solomon Islands,SLB,2006,304.0
12446,Sierra Leone,SLE,2006,590.6
12447,El Salvador,SLV,2006,7235.0
12449,Somalia,SOM,2006,581.6
12450,Serbia,SRB,2006,53009.0
12451,Sub-Saharan Africa (excluding high income),SSA,2006,611707.030212
12452,South Sudan,SSD,2006,998.668212
12453,Sub-Saharan Africa,SSF,2006,612096.030212
12454,Small states,SST,2006,175362.92
12455,Sao Tome and Principe,STP,2006,81.7
12456,Suriname,SUR,2006,1529.27
12457,Slovak Republic,SVK,2006,37873.3
12458,Slovenia,SVN,2006,16293.7
12459,Sweden,SWE,2006,48734.9
12460,Eswatini,SWZ,2006,990.9
12462,Seychelles,SYC,2006,389.0
12463,Syrian Arab Republic,SYR,2006,60213.9
12465,Chad,TCD,2006,815.2
12466,East Asia & Pacific (IDA & IBRD countries),TEA,2006,7398527.9
12467,Europe & Central Asia (IDA & IBRD countries),TEC,2006,3268927.2
12468,Togo,TGO,2006,1569.6
12469,Thailand,THA,2006,224693.7
12470,Tajikistan,TJK,2006,2686.5
12471,Turkmenistan,TKM,2006,51916.5
12472,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,1388228.07
12473,Timor-Leste,TLS,2006,185.0
12474,Middle East & North Africa (IDA & IBRD countries),TMN,2006,1079050.1
12475,Tonga,TON,2006,134.9
12476,South Asia (IDA & IBRD),TSA,2006,1401904.88
12477,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,612096.030212
12478,Trinidad and Tobago,TTO,2006,20054.6
12479,Tunisia,TUN,2006,24472.1
12480,Turkiye,TUR,2006,261083.6
12481,Tuvalu,TUV,2006,11.0
12482,Tanzania,TZA,2006,5991.7
12483,Uganda,UGA,2006,2399.5
12484,Ukraine,UKR,2006,303989.4
12485,Upper middle income,UMC,2006,11283422.97
12486,Uruguay,URY,2006,6332.1
12487,United States,USA,2006,5653081.0
12488,Uzbekistan,UZB,2006,127356.9
12489,St. Vincent and the Grenadines,VCT,2006,227.7
12490,"Venezuela, RB",VEN,2006,147532.1
12493,Vietnam,VNM,2006,94869.7
12494,Vanuatu,VUT,2006,61.6
12495,World,WLD,2006,29308175.54
12496,Samoa,WSM,2006,177.1
12498,"Yemen, Rep.",YEM,2006,21918.5
12499,South Africa,ZAF,2006,379736.0
12500,Zambia,ZMB,2006,2177.5
12501,Zimbabwe,ZWE,2006,9791.8
12503,Africa Eastern and Southern,AFE,2007,488797.648679
12504,Afghanistan,AFG,2007,2847.81
12505,Africa Western and Central,AFW,2007,139839.036
12506,Angola,AGO,2007,16966.4
12507,Albania,ALB,2007,4258.4
12508,Andorra,AND,2007,538.608
12509,Arab World,ARB,2007,1296134.5
12510,United Arab Emirates,ARE,2007,131831.6
12511,Argentina,ARG,2007,162820.2
12512,Armenia,ARM,2007,5204.4
12514,Antigua and Barbuda,ATG,2007,419.2
12515,Australia,AUS,2007,384368.3
12516,Austria,AUT,2007,71248.0
12517,Azerbaijan,AZE,2007,27627.7
12518,Burundi,BDI,2007,192.1
12519,Belgium,BEL,2007,103905.8
12520,Benin,BEN,2007,3998.2
12521,Burkina Faso,BFA,2007,1682.82
12522,Bangladesh,BGD,2007,37992.3
12523,Bulgaria,BGR,2007,52598.7
12524,Bahrain,BHR,2007,23001.0
12525,"Bahamas, The",BHS,2007,1931.7
12526,Bosnia and Herzegovina,BIH,2007,18888.5
12527,Belarus,BLR,2007,57326.9
12528,Belize,BLZ,2007,491.6
12530,Bolivia,BOL,2007,11907.5
12531,Brazil,BRA,2007,352555.8
12532,Barbados,BRB,2007,1367.0
12533,Brunei Darussalam,BRN,2007,7143.2
12534,Bhutan,BTN,2007,398.71
12535,Botswana,BWA,2007,4319.8
12536,Central African Republic,CAF,2007,237.8
12537,Canada,CAN,2007,571632.0
12538,Central Europe and the Baltics,CEB,2007,758838.8
12539,Switzerland,CHE,2007,43541.2
12541,Chile,CHL,2007,64574.0
12542,China,CHN,2007,6993182.8
12543,Cote d'Ivoire,CIV,2007,5657.8
12544,Cameroon,CMR,2007,6131.5
12545,"Congo, Dem. Rep.",COD,2007,2472.8
12546,"Congo, Rep.",COG,2007,4150.72
12547,Colombia,COL,2007,59709.9
12548,Comoros,COM,2007,111.8
12549,Cabo Verde,CPV,2007,460.0
12550,Costa Rica,CRI,2007,7602.5
12551,Caribbean small states,CSS,2007,41066.58
12552,Cuba,CUB,2007,27677.5
12555,Cyprus,CYP,2007,8307.1
12556,Czechia,CZE,2007,124432.8
12557,Germany,DEU,2007,783803.0
12558,Djibouti,DJI,2007,470.2
12559,Dominica,DMA,2007,164.0
12560,Denmark,DNK,2007,53411.4
12561,Dominican Republic,DOM,2007,20626.8
12562,Algeria,DZA,2007,102750.2
12563,East Asia & Pacific (excluding high income),EAP,2007,8074794.43
12564,Early-demographic dividend,EAR,2007,5220062.37
12565,East Asia & Pacific,EAS,2007,10269588.53
12566,Europe & Central Asia (excluding high income),ECA,2007,2891014.6
12567,Europe & Central Asia,ECS,2007,6907496.871925
12568,Ecuador,ECU,2007,30635.9
12569,"Egypt, Arab Rep.",EGY,2007,183395.7
12570,Euro area,EMU,2007,2692546.8
12571,Eritrea,ERI,2007,516.52
12572,Spain,ESP,2007,354683.1
12573,Estonia,EST,2007,19765.8
12574,Ethiopia,ETH,2007,5963.5
12575,European Union,EUU,2007,3456870.4
12576,Fragile and conflict affected situations,FCS,2007,837503.184679
12577,Finland,FIN,2007,65102.7
12578,Fiji,FJI,2007,1128.8
12579,France,FRA,2007,363052.2
12581,"Micronesia, Fed. Sts.",FSM,2007,135.6
12582,Gabon,GAB,2007,4941.11
12583,United Kingdom,GBR,2007,530502.5
12584,Georgia,GEO,2007,5626.6
12585,Ghana,GHA,2007,8418.5
12587,Guinea,GIN,2007,1978.5
12588,"Gambia, The",GMB,2007,409.0
12589,Guinea-Bissau,GNB,2007,229.9
12590,Equatorial Guinea,GNQ,2007,6326.2
12591,Greece,GRC,2007,104309.9
12592,Grenada,GRD,2007,250.8
12594,Guatemala,GTM,2007,12442.2
12596,Guyana,GUY,2007,1605.2
12597,High income,HIC,2007,13365230.371925
12599,Honduras,HND,2007,8536.1
12600,Heavily indebted poor countries (HIPC),HPC,2007,118850.086
12601,Croatia,HRV,2007,22872.0
12602,Haiti,HTI,2007,2045.4
12603,Hungary,HUN,2007,53850.4
12604,IBRD only,IBD,2007,15401788.09
12605,IDA & IBRD total,IBT,2007,16058158.214679
12606,IDA total,IDA,2007,656370.124679
12607,IDA blend,IDB,2007,387040.12
12608,Indonesia,IDN,2007,379956.6
12609,IDA only,IDX,2007,269330.004679
12611,India,IND,2007,1336737.1
12613,Ireland,IRL,2007,46604.8
12614,"Iran, Islamic Rep.",IRN,2007,514142.8
12615,Iraq,IRQ,2007,76650.1
12616,Iceland,ISL,2007,2382.97
12617,Israel,ISR,2007,66597.9
12618,Italy,ITA,2007,459371.1
12619,Jamaica,JAM,2007,12029.5
12620,Jordan,JOR,2007,21090.3
12621,Japan,JPN,2007,1227990.8
12622,Kazakhstan,KAZ,2007,198392.4
12623,Kenya,KEN,2007,9868.9
12624,Kyrgyz Republic,KGZ,2007,6473.1
12625,Cambodia,KHM,2007,3660.73
12626,Kiribati,KIR,2007,58.2
12627,St. Kitts and Nevis,KNA,2007,224.5
12628,"Korea, Rep.",KOR,2007,503693.8
12629,Kuwait,KWT,2007,70599.5
12630,Latin America & Caribbean (excluding high income),LAC,2007,1218568.18
12631,Lao PDR,LAO,2007,1734.3
12632,Lebanon,LBN,2007,15039.6
12633,Liberia,LBR,2007,641.07
12634,Libya,LBY,2007,49395.5
12635,St. Lucia,LCA,2007,440.0
12636,Latin America & Caribbean,LCN,2007,1464903.18
12637,Least developed countries: UN classification,LDC,2007,169147.404679
12638,Low income,LIC,2007,197405.364679
12639,Liechtenstein,LIE,2007,200.793925
12640,Sri Lanka,LKA,2007,13591.6
12641,Lower middle income,LMC,2007,3298000.76
12642,Low & middle income,LMY,2007,15475011.214679
12643,Lesotho,LSO,2007,1959.3
12644,Late-demographic dividend,LTE,2007,11042154.87
12645,Lithuania,LTU,2007,13209.6
12646,Luxembourg,LUX,2007,11114.4
12647,Latvia,LVA,2007,8531.8
12650,Morocco,MAR,2007,46341.0
12652,Moldova,MDA,2007,8139.2
12653,Madagascar,MDG,2007,1723.1
12654,Maldives,MDV,2007,810.6
12655,Middle East & North Africa,MEA,2007,1863168.6
12656,Mexico,MEX,2007,457121.0
12657,Marshall Islands,MHL,2007,132.2
12658,Middle income,MIC,2007,15277605.85
12659,North Macedonia,MKD,2007,9328.1
12660,Mali,MLI,2007,1837.4
12661,Malta,MLT,2007,2715.6
12662,Myanmar,MMR,2007,10505.5
12663,Middle East & North Africa (excluding high income),MNA,2007,1121516.8
12664,Montenegro,MNE,2007,2098.4
12665,Mongolia,MNG,2007,13021.5
12667,Mozambique,MOZ,2007,2230.7
12668,Mauritania,MRT,2007,1716.9
12669,Mauritius,MUS,2007,3395.2
12670,Malawi,MWI,2007,927.19
12671,Malaysia,MYS,2007,189464.8
12672,North America,NAC,2007,6307951.3
12673,Namibia,NAM,2007,2546.9
12675,Niger,NER,2007,813.516
12676,Nigeria,NGA,2007,81122.6
12677,Nicaragua,NIC,2007,4696.3
12678,Netherlands,NLD,2007,164550.6
12679,Norway,NOR,2007,37760.1
12680,Nepal,NPL,2007,2693.6
12681,Nauru,NRU,2007,41.5
12682,New Zealand,NZL,2007,33270.5
12683,OECD members,OED,2007,13289682.97
12684,Oman,OMN,2007,42262.3
12685,Other small states,OSS,2007,143521.59
12686,Pakistan,PAK,2007,145813.3
12687,Panama,PAN,2007,7484.3
12688,Peru,PER,2007,33808.4
12689,Philippines,PHL,2007,73250.5
12690,Palau,PLW,2007,223.4
12691,Papua New Guinea,PNG,2007,4737.2
12692,Poland,POL,2007,313375.4
12693,Pre-demographic dividend,PRE,2007,267241.244679
12695,"Korea, Dem. People's Rep.",PRK,2007,65633.8
12696,Portugal,PRT,2007,58797.6
12697,Paraguay,PRY,2007,3720.5
12699,Pacific island small states,PSS,2007,2457.7
12700,Post-demographic dividend,PST,2007,12451551.7
12702,Qatar,QAT,2007,50026.5
12703,Romania,ROU,2007,96728.6
12704,Russian Federation,RUS,2007,1658148.6
12705,Rwanda,RWA,2007,653.34
12706,South Asia,SAS,2007,1540885.02
12707,Saudi Arabia,SAU,2007,354617.4
12708,Sudan,SDN,2007,13969.9
12709,Senegal,SEN,2007,6202.1
12710,Singapore,SGP,2007,38286.0
12711,Solomon Islands,SLB,2007,313.7
12712,Sierra Leone,SLE,2007,503.2
12713,El Salvador,SLV,2007,7629.0
12715,Somalia,SOM,2007,623.6
12716,Serbia,SRB,2007,51463.6
12717,Sub-Saharan Africa (excluding high income),SSA,2007,628232.184679
12718,South Sudan,SSD,2007,1173.198679
12719,Sub-Saharan Africa,SSF,2007,628636.684679
12720,Small states,SST,2007,187045.87
12721,Sao Tome and Principe,STP,2007,81.8
12722,Suriname,SUR,2007,1411.28
12723,Slovak Republic,SVK,2007,37190.3
12724,Slovenia,SVN,2007,16283.4
12725,Sweden,SWE,2007,47054.3
12726,Eswatini,SWZ,2007,1024.6
12728,Seychelles,SYC,2007,404.5
12729,Syrian Arab Republic,SYR,2007,63604.5
12731,Chad,TCD,2007,876.5
12732,East Asia & Pacific (IDA & IBRD countries),TEA,2007,8009202.13
12733,Europe & Central Asia (IDA & IBRD countries),TEC,2007,3323990.6
12734,Togo,TGO,2007,1503.7
12735,Thailand,THA,2007,231901.7
12736,Tajikistan,TJK,2007,3267.8
12737,Turkmenistan,TKM,2007,58482.3
12738,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,1433926.98
12739,Timor-Leste,TLS,2007,191.4
12740,Middle East & North Africa (IDA & IBRD countries),TMN,2007,1121516.8
12741,Tonga,TON,2007,119.8
12742,South Asia (IDA & IBRD),TSA,2007,1540885.02
12743,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,628636.684679
12744,Trinidad and Tobago,TTO,2007,20485.8
12745,Tunisia,TUN,2007,25366.7
12746,Turkiye,TUR,2007,288967.8
12747,Tuvalu,TUV,2007,13.2
12748,Tanzania,TZA,2007,5906.5
12749,Uganda,UGA,2007,2868.2
12750,Ukraine,UKR,2007,312141.5
12751,Upper middle income,UMC,2007,11979605.09
12752,Uruguay,URY,2007,5854.7
12753,United States,USA,2007,5736319.3
12754,Uzbekistan,UZB,2007,122580.6
12755,St. Vincent and the Grenadines,VCT,2007,246.0
12756,"Venezuela, RB",VEN,2007,142388.6
12759,Vietnam,VNM,2007,105137.4
12760,Vanuatu,VUT,2007,105.0
12761,World,WLD,2007,30418994.07
12762,Samoa,WSM,2007,186.3
12764,"Yemen, Rep.",YEM,2007,23270.2
12765,South Africa,ZAF,2007,397161.9
12766,Zambia,ZMB,2007,1981.6
12767,Zimbabwe,ZWE,2007,9754.3
12769,Africa Eastern and Southern,AFE,2008,522352.252288
12770,Afghanistan,AFG,2008,4375.64
12771,Africa Western and Central,AFW,2008,147214.73
12772,Angola,AGO,2008,19275.3
12773,Albania,ALB,2008,4209.5
12774,Andorra,AND,2008,538.608
12775,Arab World,ARB,2008,1400755.46
12776,United Arab Emirates,ARE,2008,156044.4
12777,Argentina,ARG,2008,167231.8
12778,Armenia,ARM,2008,5685.5
12780,Antigua and Barbuda,ATG,2008,428.1
12781,Australia,AUS,2008,387570.3
12782,Austria,AUT,2008,70734.7
12783,Azerbaijan,AZE,2008,30447.6
12784,Burundi,BDI,2008,198.7
12785,Belgium,BEL,2008,106715.4
12786,Benin,BEN,2008,4017.6
12787,Burkina Faso,BFA,2008,1909.6
12788,Bangladesh,BGD,2008,41580.8
12789,Bulgaria,BGR,2008,50039.3
12790,Bahrain,BHR,2008,24762.2
12791,"Bahamas, The",BHS,2008,1981.2
12792,Bosnia and Herzegovina,BIH,2008,20761.2
12793,Belarus,BLR,2008,60231.7
12794,Belize,BLZ,2008,450.9
12796,Bolivia,BOL,2008,12734.2
12797,Brazil,BRA,2008,373633.1
12798,Barbados,BRB,2008,1619.0
12799,Brunei Darussalam,BRN,2008,7912.5
12800,Bhutan,BTN,2008,422.62
12801,Botswana,BWA,2008,4392.7
12802,Central African Republic,CAF,2008,171.4
12803,Canada,CAN,2008,550553.2
12804,Central Europe and the Baltics,CEB,2008,740343.6
12805,Switzerland,CHE,2008,44962.5
12807,Chile,CHL,2008,67991.6
12808,China,CHN,2008,7199604.7
12809,Cote d'Ivoire,CIV,2008,6474.7
12810,Cameroon,CMR,2008,6393.5
